#proteinId	gotermId	goName	gotermType	goAcc
83960	11029	2-phenanthrol sulfotransferase activity	molecular_function	GO:0018727
83960	11395	phenanthrol sulfotransferase activity	molecular_function	GO:0019111
83960	23953	galactose 3-O-sulfotransferase activity	molecular_function	GO:0050694
83960	23957	proteoglycan sulfotransferase activity	molecular_function	GO:0050698
83960	25165	cholesterol sulfotransferase activity	molecular_function	GO:0051922
83966	4591	protein folding	biological_process	GO:0006457
83966	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
83966	2975	cyclophilin	molecular_function	GO:0004600
83966	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
83966	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
83992	3727	protein binding	molecular_function	GO:0005515
83992	2460	adenylate cyclase activity	molecular_function	GO:0004016
83992	5962	calcium- and calmodulin-responsive adenylate cyclase activity	molecular_function	GO:0008294
84004	4283	electron transport	biological_process	GO:0006118
84004	9710	oxidoreductase activity	molecular_function	GO:0016491
84004	23919	FAD binding	molecular_function	GO:0050660
84004	2407	NADH dehydrogenase activity	molecular_function	GO:0003954
84008	3727	protein binding	molecular_function	GO:0005515
84056	3708	binding	molecular_function	GO:0005488
84056	4927	transport	biological_process	GO:0006810
84056	9320	membrane	cellular_component	GO:0016020
84099	3043	protein kinase activity	molecular_function	GO:0004672
84099	3736	ATP binding	molecular_function	GO:0005524
84099	4602	protein amino acid phosphorylation	biological_process	GO:0006468
84099	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
84099	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
84099	3053	calmodulin-dependent protein kinase activity	molecular_function	GO:0004683
84121	2290	catalytic activity	molecular_function	GO:0003824
84121	2700	subtilase activity	molecular_function	GO:0004289
84121	4639	proteolysis	biological_process	GO:0006508
84121	5812	pancreatic elastase activity	molecular_function	GO:0008132
84121	5915	plasminogen activator activity	molecular_function	GO:0008243
84121	6602	serine-type signal peptidase activity	molecular_function	GO:0008991
84121	10004	proprotein convertase activity	molecular_function	GO:0016808
84138	3727	protein binding	molecular_function	GO:0005515
84139	3736	ATP binding	molecular_function	GO:0005524
84139	10082	ATPase activity	molecular_function	GO:0016887
84139	162	nucleotide binding	molecular_function	GO:0000166
84139	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
84143	3043	protein kinase activity	molecular_function	GO:0004672
84143	3736	ATP binding	molecular_function	GO:0005524
84143	4602	protein amino acid phosphorylation	biological_process	GO:0006468
84143	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
84143	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
84143	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
84143	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
84143	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
84143	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
84143	3050	casein kinase activity	molecular_function	GO:0004680
84143	3051	casein kinase I activity	molecular_function	GO:0004681
84143	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
84143	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
84143	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
84143	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
84143	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
84143	3067	atypical protein kinase C activity	molecular_function	GO:0004700
84143	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
84143	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
84143	3071	JUN kinase activity	molecular_function	GO:0004705
84143	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
84143	3074	MAP kinase kinase activity	molecular_function	GO:0004708
84143	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
84143	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
84143	3084	Janus kinase activity	molecular_function	GO:0004718
84143	6004	MAP kinase 1 activity	molecular_function	GO:0008338
84143	6005	MP kinase activity	molecular_function	GO:0008339
84143	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
84143	6196	JUN kinase kinase activity	molecular_function	GO:0008545
84143	10102	MAP kinase 2 activity	molecular_function	GO:0016908
84143	10103	SAP kinase activity	molecular_function	GO:0016909
84143	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
84143	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
84143	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
84148	2980	phosphatidate cytidylyltransferase activity	molecular_function	GO:0004605
84148	6286	phospholipid biosynthetic process	biological_process	GO:0008654
84148	9320	membrane	cellular_component	GO:0016020
84148	3736	ATP binding	molecular_function	GO:0005524
84148	4927	transport	biological_process	GO:0006810
84148	9321	integral to membrane	cellular_component	GO:0016021
84148	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
84154	3727	protein binding	molecular_function	GO:0005515
84154	5939	zinc ion binding	molecular_function	GO:0008270
84164	3228	signal transducer activity	molecular_function	GO:0004871
84164	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
84164	11290	guanyl nucleotide binding	molecular_function	GO:0019001
84164	5250	signal transduction	biological_process	GO:0007165
84200	2241	motor activity	molecular_function	GO:0003774
84200	3736	ATP binding	molecular_function	GO:0005524
84200	9681	myosin complex	cellular_component	GO:0016459
84200	2757	glutamate decarboxylase activity	molecular_function	GO:0004351
84209	3043	protein kinase activity	molecular_function	GO:0004672
84209	3736	ATP binding	molecular_function	GO:0005524
84209	4602	protein amino acid phosphorylation	biological_process	GO:0006468
84209	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
84209	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
84209	3053	calmodulin-dependent protein kinase activity	molecular_function	GO:0004683
84266	3724	calcium ion binding	molecular_function	GO:0005509
84316	3043	protein kinase activity	molecular_function	GO:0004672
84316	3736	ATP binding	molecular_function	GO:0005524
84316	4602	protein amino acid phosphorylation	biological_process	GO:0006468
84316	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
84334	2700	subtilase activity	molecular_function	GO:0004289
84334	4639	proteolysis	biological_process	GO:0006508
84334	2687	cerevisin activity	molecular_function	GO:0004262
84347	3708	binding	molecular_function	GO:0005488
84347	4927	transport	biological_process	GO:0006810
84347	9320	membrane	cellular_component	GO:0016020
84352	4598	protein modification process	biological_process	GO:0006464
84352	3838	nucleus	cellular_component	GO:0005634
84352	4448	nucleotide-excision repair	biological_process	GO:0006289
84352	2182	damaged DNA binding	molecular_function	GO:0003684
84352	18651	proteasomal ubiquitin-dependent protein catabolic process	biological_process	GO:0043161
84403	3043	protein kinase activity	molecular_function	GO:0004672
84403	3736	ATP binding	molecular_function	GO:0005524
84403	4602	protein amino acid phosphorylation	biological_process	GO:0006468
84403	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
84403	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
84403	3075	MAP kinase kinase kinase activity	molecular_function	GO:0004709
84442	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
84442	4758	lipid metabolic process	biological_process	GO:0006629
84443	2888	monooxygenase activity	molecular_function	GO:0004497
84443	3721	iron ion binding	molecular_function	GO:0005506
84443	4283	electron transport	biological_process	GO:0006118
84443	12251	heme binding	molecular_function	GO:0020037
84477	3838	nucleus	cellular_component	GO:0005634
84482	3736	ATP binding	molecular_function	GO:0005524
84482	4936	anion transport	biological_process	GO:0006820
84482	9320	membrane	cellular_component	GO:0016020
84482	8786	arsenite transmembrane-transporting ATPase activity	molecular_function	GO:0015446
84482	18460	antimonite-transporting ATPase activity	molecular_function	GO:0042961
84488	2176	DNA binding	molecular_function	GO:0003677
84511	5323	intracellular signaling cascade	biological_process	GO:0007242
84511	9321	integral to membrane	cellular_component	GO:0016021
84511	6658	aspartic-type signal peptidase activity	molecular_function	GO:0009049
84511	18013	signal peptide peptidase activity	molecular_function	GO:0042499
84511	18014	aspartic endopeptidase activity, intramembrane cleaving	molecular_function	GO:0042500
84529	3736	ATP binding	molecular_function	GO:0005524
84529	4457	mismatch repair	biological_process	GO:0006298
84529	13828	mismatched DNA binding	molecular_function	GO:0030983
84539	3228	signal transducer activity	molecular_function	GO:0004871
84539	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
84539	11290	guanyl nucleotide binding	molecular_function	GO:0019001
84539	5250	signal transduction	biological_process	GO:0007165
84570	3043	protein kinase activity	molecular_function	GO:0004672
84570	3736	ATP binding	molecular_function	GO:0005524
84570	4602	protein amino acid phosphorylation	biological_process	GO:0006468
84570	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
84570	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
84578	3736	ATP binding	molecular_function	GO:0005524
84578	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
84578	9298	proton transport	biological_process	GO:0015992
84578	9320	membrane	cellular_component	GO:0016020
84578	4927	transport	biological_process	GO:0006810
84578	4929	cation transport	biological_process	GO:0006812
84578	3670	calcium-transporting ATPase activity	molecular_function	GO:0005388
84578	4933	calcium ion transport	biological_process	GO:0006816
84578	9321	integral to membrane	cellular_component	GO:0016021
84578	2290	catalytic activity	molecular_function	GO:0003824
84578	5830	metabolic process	biological_process	GO:0008152
84578	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
84601	2175	nucleic acid binding	molecular_function	GO:0003676
84601	2792	helicase activity	molecular_function	GO:0004386
84601	3736	ATP binding	molecular_function	GO:0005524
84601	10008	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	molecular_function	GO:0016813
84601	21295	metal ion binding	molecular_function	GO:0046872
84601	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
84609	3727	protein binding	molecular_function	GO:0005515
84618	2909	nuclease activity	molecular_function	GO:0004518
84618	4440	DNA repair	biological_process	GO:0006281
84618	2176	DNA binding	molecular_function	GO:0003677
84618	2290	catalytic activity	molecular_function	GO:0003824
84618	3838	nucleus	cellular_component	GO:0005634
84618	2377	GPI-anchor transamidase activity	molecular_function	GO:0003923
84618	19323	cyanophycinase activity	molecular_function	GO:0043859
84618	24583	regulation of hydrolase activity	biological_process	GO:0051336
84626	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
84626	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
84640	3727	protein binding	molecular_function	GO:0005515
84665	2986	phosphoenolpyruvate carboxykinase (ATP) activity	molecular_function	GO:0004612
84665	3736	ATP binding	molecular_function	GO:0005524
84665	4260	gluconeogenesis	biological_process	GO:0006094
84665	2985	phosphoenolpyruvate carboxykinase activity	molecular_function	GO:0004611
84665	10236	purine nucleotide binding	molecular_function	GO:0017076
84671	3736	ATP binding	molecular_function	GO:0005524
84671	10082	ATPase activity	molecular_function	GO:0016887
84671	162	nucleotide binding	molecular_function	GO:0000166
84671	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
84702	3708	binding	molecular_function	GO:0005488
84702	4927	transport	biological_process	GO:0006810
84702	9320	membrane	cellular_component	GO:0016020
84702	3935	mitochondrial inner membrane	cellular_component	GO:0005743
84708	4924	nitrogen compound metabolic process	biological_process	GO:0006807
84708	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
84732	3043	protein kinase activity	molecular_function	GO:0004672
84732	3736	ATP binding	molecular_function	GO:0005524
84732	4602	protein amino acid phosphorylation	biological_process	GO:0006468
84732	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
84732	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
84732	3058	cAMP-dependent protein kinase activity	molecular_function	GO:0004691
84732	4123	cAMP-dependent protein kinase complex	cellular_component	GO:0005952
84743	2176	DNA binding	molecular_function	GO:0003677
84743	3736	ATP binding	molecular_function	GO:0005524
84743	2175	nucleic acid binding	molecular_function	GO:0003676
84743	2792	helicase activity	molecular_function	GO:0004386
84744	2241	motor activity	molecular_function	GO:0003774
84744	3736	ATP binding	molecular_function	GO:0005524
84744	9681	myosin complex	cellular_component	GO:0016459
84825	2241	motor activity	molecular_function	GO:0003774
84825	3736	ATP binding	molecular_function	GO:0005524
84825	9681	myosin complex	cellular_component	GO:0016459
84825	3827	intracellular	cellular_component	GO:0005622
84825	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
84825	5814	transcription factor binding	molecular_function	GO:0008134
84829	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
84829	6993	phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process	GO:0009401
84829	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
84829	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
84829	45	mannosyltransferase activity	molecular_function	GO:0000030
84829	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
84829	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
84829	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
84829	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
84829	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
84829	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
84829	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
84829	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
84829	6042	galactosyltransferase activity	molecular_function	GO:0008378
84829	6077	fucosyltransferase activity	molecular_function	GO:0008417
84829	6376	O antigen polymerase activity	molecular_function	GO:0008755
84829	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
84829	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
84829	9958	cellulose synthase activity	molecular_function	GO:0016759
84829	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
84829	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
84829	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
84829	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
84829	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
84829	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
84829	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
84829	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
84829	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
84829	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
84829	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
84829	20962	glucosyltransferase activity	molecular_function	GO:0046527
84829	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
84829	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
84838	3043	protein kinase activity	molecular_function	GO:0004672
84838	3736	ATP binding	molecular_function	GO:0005524
84838	4602	protein amino acid phosphorylation	biological_process	GO:0006468
84838	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
84838	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
84863	3043	protein kinase activity	molecular_function	GO:0004672
84863	3736	ATP binding	molecular_function	GO:0005524
84863	4602	protein amino acid phosphorylation	biological_process	GO:0006468
84863	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
84863	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
84912	2175	nucleic acid binding	molecular_function	GO:0003676
84912	2917	exonuclease activity	molecular_function	GO:0004527
84912	3827	intracellular	cellular_component	GO:0005622
84948	3727	protein binding	molecular_function	GO:0005515
84952	4929	cation transport	biological_process	GO:0006812
84952	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
84952	9320	membrane	cellular_component	GO:0016020
84972	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
84972	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
84972	9582	dephosphorylation	biological_process	GO:0016311
84972	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
84972	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
84972	3093	prenylated protein tyrosine phosphatase activity	molecular_function	GO:0004727
84986	3088	protein serine/threonine phosphatase activity	molecular_function	GO:0004722
84986	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
84986	5955	protein serine/threonine phosphatase complex	cellular_component	GO:0008287
84986	2290	catalytic activity	molecular_function	GO:0003824
84986	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
84986	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
84986	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
84986	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
84986	6080	CTD phosphatase activity	molecular_function	GO:0008420
84986	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
84986	10186	myosin phosphatase activity	molecular_function	GO:0017018
84986	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
84986	10190	myosin phosphatase complex	cellular_component	GO:0017023
84990	3727	protein binding	molecular_function	GO:0005515
85002	4283	electron transport	biological_process	GO:0006118
85002	5803	ubiquinol-cytochrome-c reductase activity	molecular_function	GO:0008121
85028	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
85028	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
85032	3727	protein binding	molecular_function	GO:0005515
85037	3043	protein kinase activity	molecular_function	GO:0004672
85037	3736	ATP binding	molecular_function	GO:0005524
85037	4602	protein amino acid phosphorylation	biological_process	GO:0006468
85037	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
85037	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
85053	2290	catalytic activity	molecular_function	GO:0003824
85053	10024	lyase activity	molecular_function	GO:0016829
85053	10031	hydro-lyase activity	molecular_function	GO:0016836
85053	2739	fumarate hydratase activity	molecular_function	GO:0004333
85053	4259	generation of precursor metabolites and energy	biological_process	GO:0006091
85058	2175	nucleic acid binding	molecular_function	GO:0003676
85058	5939	zinc ion binding	molecular_function	GO:0008270
85058	3727	protein binding	molecular_function	GO:0005515
85064	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
85064	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
85076	2636	calcium-dependent cysteine-type endopeptidase activity	molecular_function	GO:0004198
85076	3827	intracellular	cellular_component	GO:0005622
85076	4639	proteolysis	biological_process	GO:0006508
85097	4283	electron transport	biological_process	GO:0006118
85097	9710	oxidoreductase activity	molecular_function	GO:0016491
85103	12251	heme binding	molecular_function	GO:0020037
85103	21336	transition metal ion binding	molecular_function	GO:0046914
85103	7278	nitrate reductase (NADH) activity	molecular_function	GO:0009703
85129	2176	DNA binding	molecular_function	GO:0003677
85143	162	nucleotide binding	molecular_function	GO:0000166
85143	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
85143	3736	ATP binding	molecular_function	GO:0005524
85143	6215	microtubule-severing ATPase activity	molecular_function	GO:0008568
85160	2246	actin binding	molecular_function	GO:0003779
85160	9342	cellular component organization and biogenesis	biological_process	GO:0016043
85160	12936	actin cytoskeleton organization and biogenesis	biological_process	GO:0030036
85164	4283	electron transport	biological_process	GO:0006118
85164	9320	membrane	cellular_component	GO:0016020
85198	2244	microtubule motor activity	molecular_function	GO:0003777
85198	3736	ATP binding	molecular_function	GO:0005524
85198	4051	microtubule associated complex	cellular_component	GO:0005875
85198	5113	microtubule-based movement	biological_process	GO:0007018
85198	6221	plus-end-directed microtubule motor activity	molecular_function	GO:0008574
85206	3727	protein binding	molecular_function	GO:0005515
85206	5939	zinc ion binding	molecular_function	GO:0008270
85236	2246	actin binding	molecular_function	GO:0003779
85237	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
85237	3093	prenylated protein tyrosine phosphatase activity	molecular_function	GO:0004727
85244	2175	nucleic acid binding	molecular_function	GO:0003676
85244	2216	RNA binding	molecular_function	GO:0003723
85266	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
85266	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
85266	2832	inositol or phosphatidylinositol phosphatase activity	molecular_function	GO:0004437
85266	21264	phospholipid dephosphorylation	biological_process	GO:0046839
85266	888	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	molecular_function	GO:0001668
85266	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
85266	5996	protein tyrosine/threonine phosphatase activity	molecular_function	GO:0008330
85266	6224	JUN kinase phosphatase activity	molecular_function	GO:0008579
85266	6581	phosphohistidine phosphatase activity	molecular_function	GO:0008969
85266	9583	inositol bisphosphate phosphatase activity	molecular_function	GO:0016312
85266	10185	MAP kinase tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0017017
85266	10316	inositol-1,3,4-trisphosphate 4-phosphatase activity	molecular_function	GO:0017161
85266	11454	alpha-ribazole-5'-P phosphatase activity	molecular_function	GO:0019175
85266	11457	NADP phosphatase activity	molecular_function	GO:0019178
85266	11471	transmembrane receptor protein phosphatase activity	molecular_function	GO:0019198
85266	13238	inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity	molecular_function	GO:0030351
85266	13239	inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity	molecular_function	GO:0030352
85266	19191	5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity	molecular_function	GO:0043726
85266	19276	phosphatidylinositol-4-phosphate phosphatase activity	molecular_function	GO:0043812
85266	19277	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	molecular_function	GO:0043813
85288	9710	oxidoreductase activity	molecular_function	GO:0016491
85288	2489	aminomethyltransferase activity	molecular_function	GO:0004047
85288	3930	cytoplasm	cellular_component	GO:0005737
85288	4676	glycine catabolic process	biological_process	GO:0006546
85288	6137	sarcosine dehydrogenase activity	molecular_function	GO:0008480
85300	8445	hydrogen ion transmembrane transporter activity	molecular_function	GO:0015078
85300	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
85300	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
85300	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
85300	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
85319	3727	protein binding	molecular_function	GO:0005515
85321	9480	vesicle-mediated transport	biological_process	GO:0016192
85331	2175	nucleic acid binding	molecular_function	GO:0003676
85332	3043	protein kinase activity	molecular_function	GO:0004672
85332	3736	ATP binding	molecular_function	GO:0005524
85332	4602	protein amino acid phosphorylation	biological_process	GO:0006468
85332	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
85332	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
85332	3081	non-membrane spanning protein tyrosine kinase activity	molecular_function	GO:0004715
85335	3727	protein binding	molecular_function	GO:0005515
85346	162	nucleotide binding	molecular_function	GO:0000166
85346	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
85346	3736	ATP binding	molecular_function	GO:0005524
85346	3930	cytoplasm	cellular_component	GO:0005737
85346	4556	translation	biological_process	GO:0006412
85346	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
85346	3187	proline-tRNA ligase activity	molecular_function	GO:0004827
85346	4576	prolyl-tRNA aminoacylation	biological_process	GO:0006433
85353	3043	protein kinase activity	molecular_function	GO:0004672
85353	3736	ATP binding	molecular_function	GO:0005524
85353	4602	protein amino acid phosphorylation	biological_process	GO:0006468
85353	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
85353	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
85353	3053	calmodulin-dependent protein kinase activity	molecular_function	GO:0004683
85366	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
85366	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
85366	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
85366	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
85385	4440	DNA repair	biological_process	GO:0006281
85385	4468	DNA recombination	biological_process	GO:0006310
85395	3043	protein kinase activity	molecular_function	GO:0004672
85395	3736	ATP binding	molecular_function	GO:0005524
85395	4602	protein amino acid phosphorylation	biological_process	GO:0006468
85395	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
85395	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
85438	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
85438	20924	phosphatidylinositol metabolic process	biological_process	GO:0046488
85438	9579	1-phosphatidylinositol-4-phosphate 5-kinase activity	molecular_function	GO:0016308
85462	3827	intracellular	cellular_component	GO:0005622
85462	19030	sequence-specific DNA binding	molecular_function	GO:0043565
85462	2176	DNA binding	molecular_function	GO:0003677
85462	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
85462	16887	DNA polymerase activity	molecular_function	GO:0034061
85466	2227	structural constituent of ribosome	molecular_function	GO:0003735
85466	3827	intracellular	cellular_component	GO:0005622
85466	4025	ribosome	cellular_component	GO:0005840
85466	4556	translation	biological_process	GO:0006412
85466	9241	small ribosomal subunit	cellular_component	GO:0015935
85466	2216	RNA binding	molecular_function	GO:0003723
85472	3574	voltage-gated potassium channel activity	molecular_function	GO:0005249
85472	4930	potassium ion transport	biological_process	GO:0006813
85472	9320	membrane	cellular_component	GO:0016020
85472	3547	ion channel activity	molecular_function	GO:0005216
85472	4928	ion transport	biological_process	GO:0006811
85482	2182	damaged DNA binding	molecular_function	GO:0003684
85482	4440	DNA repair	biological_process	GO:0006281
85482	2917	exonuclease activity	molecular_function	GO:0004527
85482	3838	nucleus	cellular_component	GO:0005634
85484	3043	protein kinase activity	molecular_function	GO:0004672
85484	3736	ATP binding	molecular_function	GO:0005524
85484	4602	protein amino acid phosphorylation	biological_process	GO:0006468
85484	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
85484	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
85484	3081	non-membrane spanning protein tyrosine kinase activity	molecular_function	GO:0004715
85489	2888	monooxygenase activity	molecular_function	GO:0004497
85489	3721	iron ion binding	molecular_function	GO:0005506
85489	4283	electron transport	biological_process	GO:0006118
85489	12251	heme binding	molecular_function	GO:0020037
85490	5830	metabolic process	biological_process	GO:0008152
85490	6141	sulfuric ester hydrolase activity	molecular_function	GO:0008484
85504	5830	metabolic process	biological_process	GO:0008152
85504	9940	transferase activity	molecular_function	GO:0016740
85504	6667	biosynthetic process	biological_process	GO:0009058
85504	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
85504	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
85504	2336	5-aminolevulinate synthase activity	molecular_function	GO:0003870
85504	15848	tetrapyrrole biosynthetic process	biological_process	GO:0033014
85504	6337	8-amino-7-oxononanoate synthase activity	molecular_function	GO:0008710
85507	2176	DNA binding	molecular_function	GO:0003677
85558	2227	structural constituent of ribosome	molecular_function	GO:0003735
85558	3827	intracellular	cellular_component	GO:0005622
85558	4025	ribosome	cellular_component	GO:0005840
85558	4556	translation	biological_process	GO:0006412
85558	3951	mitochondrial ribosome	cellular_component	GO:0005761
85594	4591	protein folding	biological_process	GO:0006457
