#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
119640	119640	KOG3450	Huntingtin interacting protein HYPK	General function prediction only 	POORLY CHARACTERIZED
64719	64719	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
69593	69593	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
70942	70942	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
71755	71755	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
75209	75209	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
80832	80832	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
115382	115382	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
124327	124327	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
141296	141296	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
53186	53186	KOG0580	Serine/threonine protein kinase	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
65510	65510	KOG0580	Serine/threonine protein kinase	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
77233	77233	KOG0580	Serine/threonine protein kinase	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
80677	80677	KOG0580	Serine/threonine protein kinase	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
80721	80721	KOG0580	Serine/threonine protein kinase	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
109356	109356	KOG0580	Serine/threonine protein kinase	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
44314	44314	KOG0578	p21-activated serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
74694	74694	KOG0578	p21-activated serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
76642	76642	KOG0578	p21-activated serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
85332	85332	KOG0577	Serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
51024	51024	KOG0575	Polo-like serine/threonine protein kinase	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
78122	78122	KOG0575	Polo-like serine/threonine protein kinase	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
79012	79012	KOG0575	Polo-like serine/threonine protein kinase	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
68325	68325	KOG0574	STE20-like serine/threonine kinase MST	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
79615	79615	KOG0574	STE20-like serine/threonine kinase MST	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
110943	110943	KOG0574	STE20-like serine/threonine kinase MST	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
118849	118849	KOG0574	STE20-like serine/threonine kinase MST	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
136124	136124	KOG0574	STE20-like serine/threonine kinase MST	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
78412	78412	KOG0573	Asparagine synthase	Amino acid transport and metabolism 	METABOLISM
63536	63536	KOG0572	Glutamine phosphoribosylpyrophosphate amidotransferase	Nucleotide transport and metabolism 	METABOLISM
54745	54745	KOG0571	Asparagine synthase (glutamine-hydrolyzing)	Amino acid transport and metabolism 	METABOLISM
139509	139509	KOG0571	Asparagine synthase (glutamine-hydrolyzing)	Amino acid transport and metabolism 	METABOLISM
34150	34150	KOG0570	Transcriptional coactivator	Transcription 	INFORMATION STORAGE AND PROCESSING
82247	82247	KOG0569	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
68650	68650	KOG0567	HEAT repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
1617	1617	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
8478	8478	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
56307	56307	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
62261	62261	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
71910	71910	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
132083	132083	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
139378	139378	KOG0565	Inositol polyphosphate 5-phosphatase and related proteins	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING
48245	48245	KOG0564	"5,10-methylenetetrahydrofolate reductase"	Amino acid transport and metabolism 	METABOLISM
99166	99166	KOG0564	"5,10-methylenetetrahydrofolate reductase"	Amino acid transport and metabolism 	METABOLISM
100178	100178	KOG0564	"5,10-methylenetetrahydrofolate reductase"	Amino acid transport and metabolism 	METABOLISM
42054	42054	KOG0563	Glucose-6-phosphate 1-dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
70150	70150	KOG0563	Glucose-6-phosphate 1-dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
140619	140619	KOG0560	Sulfite reductase (ferredoxin)	Inorganic ion transport and metabolism 	METABOLISM
11757	11757	KOG0559	"Dihydrolipoamide succinyltransferase (2-oxoglutarate dehydrogenase, E2 subunit)"	Energy production and conversion 	METABOLISM
52554	52554	KOG0559	"Dihydrolipoamide succinyltransferase (2-oxoglutarate dehydrogenase, E2 subunit)"	Energy production and conversion 	METABOLISM
79341	79341	KOG0559	"Dihydrolipoamide succinyltransferase (2-oxoglutarate dehydrogenase, E2 subunit)"	Energy production and conversion 	METABOLISM
137356	137356	KOG0558	Dihydrolipoamide transacylase (alpha-keto acid dehydrogenase E2 subunit)	Energy production and conversion 	METABOLISM
55836	55836	KOG0557	Dihydrolipoamide acetyltransferase	Energy production and conversion 	METABOLISM
81340	81340	KOG0557	Dihydrolipoamide acetyltransferase	Energy production and conversion 	METABOLISM
137837	137837	KOG0557	Dihydrolipoamide acetyltransferase	Energy production and conversion 	METABOLISM
139391	139391	KOG0557	Dihydrolipoamide acetyltransferase	Energy production and conversion 	METABOLISM
141547	141547	KOG0557	Dihydrolipoamide acetyltransferase	Energy production and conversion 	METABOLISM
72566	72566	KOG0556	Aspartyl-tRNA synthetase	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
4060	4060	KOG0553	TPR repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
42509	42509	KOG0553	TPR repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
43623	43623	KOG0553	TPR repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
45134	45134	KOG0553	TPR repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
68008	68008	KOG0553	TPR repeat-containing protein	General function prediction only 	POORLY CHARACTERIZED
46749	46749	KOG0554	Asparaginyl-tRNA synthetase (mitochondrial)	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
47886	47886	KOG0554	Asparaginyl-tRNA synthetase (mitochondrial)	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
43548	43548	KOG0552	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
141854	141854	KOG0551	Hsp90 co-chaperone CNS1 (contains TPR repeats)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
37374	37374	KOG0550	Molecular chaperone (DnaJ superfamily)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
41969	41969	KOG0550	Molecular chaperone (DnaJ superfamily)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
43400	43400	KOG0550	Molecular chaperone (DnaJ superfamily)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
44142	44142	KOG0550	Molecular chaperone (DnaJ superfamily)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
60636	60636	KOG0550	Molecular chaperone (DnaJ superfamily)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
67167	67167	KOG0550	Molecular chaperone (DnaJ superfamily)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
67800	67800	KOG0550	Molecular chaperone (DnaJ superfamily)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
85714	85714	KOG0550	Molecular chaperone (DnaJ superfamily)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
116783	116783	KOG0550	Molecular chaperone (DnaJ superfamily)	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
46728	46728	KOG0549	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
48436	48436	KOG0549	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
83049	83049	KOG0549	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
29952	29952	KOG0548	Molecular co-chaperone STI1	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
57554	57554	KOG0548	Molecular co-chaperone STI1	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
67493	67493	KOG0548	Molecular co-chaperone STI1	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
72594	72594	KOG0548	Molecular co-chaperone STI1	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
82668	82668	KOG0548	Molecular co-chaperone STI1	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
113989	113989	KOG0548	Molecular co-chaperone STI1	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
136257	136257	KOG0548	Molecular co-chaperone STI1	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
145071	145071	KOG0548	Molecular co-chaperone STI1	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
59327	59327	KOG0546	HSP90 co-chaperone CPR7/Cyclophilin	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
64200	64200	KOG0546	HSP90 co-chaperone CPR7/Cyclophilin	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
130416	130416	KOG0546	HSP90 co-chaperone CPR7/Cyclophilin	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
11745	11745	KOG0544	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
56841	56841	KOG0544	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
63253	63253	KOG0544	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
69890	69890	KOG0544	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
96710	96710	KOG0544	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
139273	139273	KOG0544	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
142103	142103	KOG0544	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
49146	49146	KOG0543	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
64986	64986	KOG0543	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
66594	66594	KOG0543	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
71623	71623	KOG0543	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
83966	83966	KOG0543	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
136315	136315	KOG0543	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
140267	140267	KOG0543	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
142437	142437	KOG0543	FKBP-type peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
35988	35988	KOG1748	"Acyl carrier protein/NADH-ubiquinone oxidoreductase, NDUFAB1/SDAP subunit"	Energy production and conversion 	METABOLISM
51804	51804	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
142490	142490	KOG0538	Glycolate oxidase	Energy production and conversion 	METABOLISM
45155	45155	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
49241	49241	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
51222	51222	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
60677	60677	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
61482	61482	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
69213	69213	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
69949	69949	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
77207	77207	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
85103	85103	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
113506	113506	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
140026	140026	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
142622	142622	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
144780	144780	KOG0537	Cytochrome b5	Energy production and conversion 	METABOLISM
138785	138785	KOG0536	Flavohemoprotein b5+b5R	Energy production and conversion 	METABOLISM
45002	45002	KOG0535	"Sulfite oxidase, molybdopterin-binding component"	Energy production and conversion 	METABOLISM
120674	120674	KOG0535	"Sulfite oxidase, molybdopterin-binding component"	Energy production and conversion 	METABOLISM
934	934	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
8790	8790	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
12729	12729	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
12792	12792	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
34155	34155	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
40469	40469	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
55797	55797	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
65345	65345	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
66706	66706	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
67322	67322	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
73506	73506	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
75705	75705	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
79895	79895	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
84609	84609	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
85774	85774	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
116894	116894	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
119003	119003	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
120276	120276	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
141052	141052	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
146268	146268	KOG0531	"Protein phosphatase 1, regulatory subunit, and related proteins"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
137697	137697	KOG0530	"Protein farnesyltransferase, alpha subunit/protein geranylgeranyltransferase type I, alpha subunit"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
151300	151300	KOG0530	"Protein farnesyltransferase, alpha subunit/protein geranylgeranyltransferase type I, alpha subunit"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
58610	58610	KOG0529	"Protein geranylgeranyltransferase type II, alpha subunit"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
137436	137436	KOG0527	HMG-box transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
35988	35988	KOG1748	"Acyl carrier protein/NADH-ubiquinone oxidoreductase, NDUFAB1/SDAP subunit"	Lipid transport and metabolism 	METABOLISM
46525	46525	KOG0525	"Branched chain alpha-keto acid dehydrogenase E1, beta subunit"	Energy production and conversion 	METABOLISM
139664	139664	KOG0525	"Branched chain alpha-keto acid dehydrogenase E1, beta subunit"	Energy production and conversion 	METABOLISM
42435	42435	KOG0524	"Pyruvate dehydrogenase E1, beta subunit"	Energy production and conversion 	METABOLISM
138997	138997	KOG0523	Transketolase	Carbohydrate transport and metabolism 	METABOLISM
198	198	KOG0521	Putative GTPase activating proteins (GAPs)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
40428	40428	KOG0521	Putative GTPase activating proteins (GAPs)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
61911	61911	KOG0521	Putative GTPase activating proteins (GAPs)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
62300	62300	KOG0521	Putative GTPase activating proteins (GAPs)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
64852	64852	KOG0521	Putative GTPase activating proteins (GAPs)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
64881	64881	KOG0521	Putative GTPase activating proteins (GAPs)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
109397	109397	KOG0521	Putative GTPase activating proteins (GAPs)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
3230	3230	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
10125	10125	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
42124	42124	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
44659	44659	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
58680	58680	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
58836	58836	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
61273	61273	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
77212	77212	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
77349	77349	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
81405	81405	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
83894	83894	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
141378	141378	KOG0519	Sensory transduction histidine kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
636	636	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
815	815	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
850	850	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1389	1389	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
2513	2513	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
3601	3601	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
3725	3725	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
4461	4461	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
4704	4704	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
5383	5383	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
6101	6101	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
6119	6119	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
6399	6399	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
7598	7598	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
7998	7998	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
9214	9214	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10406	10406	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
10662	10662	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
12739	12739	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
12751	12751	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
28478	28478	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
28542	28542	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
29215	29215	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
29734	29734	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
29780	29780	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
30758	30758	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
31606	31606	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
32173	32173	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
33631	33631	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
33998	33998	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
34186	34186	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
34707	34707	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
35193	35193	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
35708	35708	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
36668	36668	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
36754	36754	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
36755	36755	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
38876	38876	KOG0516	"Dystonin, GAS (Growth-arrest-specific protein), and related proteins"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
